title,company,rating,place,job_type,salary,timestamp,qualifications,description,logo_url,url
"Full-Stack Engineer, Technology",Point72,3.6 out of 5 stars,"Stamford, NY",,"$175,000 - $250,000 a year",,"['UI development', 'React', 'RESTful API', '5 years', 'Test-driven development', 'JavaScript', 'REST', 'GitHub', 'Unit testing', 'Senior level', 'Figma', 'TypeScript', 'Communication skills']","EXPERIENCE
Experienced Professionals
LOCATION
New York | Stamford
FOCUS
Software & System Engineering | Technology Innovation | User Experience
BUSINESS
Point72
A Career with Point72’s Technology Team

As Point72 reimagines the future of investing, our Technology group is constantly improving our company’s IT infrastructure, positioning us at the forefront of a rapidly evolving technology landscape. We’re a team of experts experimenting, discovering new ways to harness the power of open source solutions, and embracing enterprise agile methodology. We encourage professional development to ensure you bring innovative ideas to our products while satisfying your own intellectual curiosity.

What you’ll do
Own the design, development, and maintenance of the GenAI centric front-end applications and components broadly deployed across the firm
Drive the continuous improvement of existing platforms and the creation of new ones, utilizing the latest technologies and software development methodologies.
Foster close working relationships with other technology teams in the firm to advance cross-team initiatives and promote best practices in UI development.
Ensure the scalability and performance of front-end components to handle growing user demands and data volumes.
Conduct code reviews and mentor junior developers to uphold coding standards and foster a culture of quality and innovation.
Implement robust testing strategies, including unit and integration tests, to ensure the reliability and stability of the user interface.
Develop and maintain comprehensive documentation for front-end components to aid in knowledge sharing and onboarding of new team members.
What’s required
5+ years of experience in UI development, with a strong understanding of TypeScript and JavaScript.
Proficient in modern UI frameworks such as React.
Knowledgeable in REST API integration.
Skilled in using version control systems like GitHub.
Expertise in Test-Driven Development and experience with unit testing.
Excellent verbal and written communication skills, with the ability to guide discussions and provide technical guidance.
Proven experience with design tools like Figma.
Commitment to highest ethical standards
We take care of our people

We invest in our people, their careers, their health, and their well-being. When you work here, we provide:
Fully-paid health care benefits
Generous parental and family leave policies
Mental and physical wellness programs
Volunteer opportunities
Non-profit matching gift program
Support for employee-led affinity groups representing women, minorities and the LGBTQ+ community
Tuition assistance
A 401(k) savings program with an employer match and more

About Point72

Point72 is a leading global alternative investment firm led by Steven A. Cohen. Building on more than 30 years of investing experience, Point72 seeks to deliver superior returns for its investors through fundamental and systematic investing strategies across asset classes and geographies. We aim to attract and retain the industry’s brightest talent by cultivating an investor-led culture and committing to our people’s long-term growth. For more information, visit www.Point72.com/about.
The annual base salary range for this role is $175,000-$250,000 (USD) , which does not include discretionary bonus compensation or our comprehensive benefits package. Actual compensation offered to the successful candidate may vary from posted hiring range based upon geographic location, work experience, education, and/or skill level, among other things.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/49102f559fe85772c66eda1612eded83,https://www.simplyhired.com/job/mS5h8OZcTzQKBgBR1ZJ-KzlAeVACACxfxFuIRgKAk1lv0r5Vry8jcw
Java Full Stack Developer,Smart IMS,3.6 out of 5 stars,"Daytona Beach, FL",,Estimated: $86.8K - $99.4K a year,,"['Spring Boot', 'CI/CD', 'CSS', 'JUnit', 'Waterfall', 'XML', 'Full-stack development', 'Customer service', 'Git', 'Test-driven development', 'SOX', 'Responsive web design', 'Java', 'Databases', '8 years', 'SOAP', 'SQL', 'AWS', 'Analysis skills', ""Bachelor's degree"", 'JavaScript', 'PostgreSQL', 'Splunk', 'REST', 'Angular', 'Organizational skills', 'Software development', 'APIs', 'Agile', 'Web services', 'JSON', 'Senior level', 'AI', 'TypeScript', 'Spring Framework', 'HTML']","Provides technical consulting and support for application software on both front-end and back-end development, ensuring seamless integration and functionality tailored to auto insurance processes.

Consults with internal and external customers on the utilization of applications computing technologies, within areas of expertise, to ensure that customers optimize the value of those technologies.

Supports proof-of-concept activities.

Designs, develops, and maintains scalable, high-performance web applications specifically for customer-facing auto insurance platforms.

Collaborates with UX/UI designers to implement user-friendly interfaces that enhance the digital experience for insurance customers.

Designs and develops robust APIs to support front-end functionalities and integrate with insurance services and databases.

Develops, documents, and executes unit test cases.

Reviews and recommends test plans for impacted areas and test coverage.

Performs code and design reviews.

Optimizes applications for maximum speed and scalability.

Establishes or fine-tunes CI/CD pipelines and practices.

Utilizes company-approved Gen AI tools to enhance development processes and improve design efficiency.

Identifies and resolves complex technical problems and issues with assigned applications and work processes. Escalates problems beyond the level of expertise to manager, more experienced technical staff, or vendor representatives.

Recommends improvements to existing processes or proposes new ones, to improve the quality of project deliverables.

Delivers quality and timely results.

Leads projects within specified technical disciplines; plans for the appropriate resources needed.

Keeps manager, project teams/managers, and business customers informed of activities and problems within assigned areas of responsibility; refers matters beyond limits of authority to manager for direction.

Develops technical knowledge and performance skills of IS projects teams, within areas of expertise.

Participates in daily site, cross-site, and product team stand-ups.

Works closely with cross-functional teams, including product managers, designers, underwriters, and other developers, to deliver high-quality insurance products.

Participates in retrospectives to gather feedback and derive actionable items to improve the team and the product.

Participates in knowledge sharing and contributes to the overall technical skill improvement of the organization.

Reads other team members' code and pinpoints problems accurately.

Researches, evaluates, and recommends recent technologies independently or with the architect's implementation.

Develops technical specs, design documents, functional designs, and requirements.

Complies with and supports all corporate, department, and team policies and procedures.

Position Qualifications

Bachelor's degree or equivalent work experience or appropriate technical certification.

8+ years of professional software development experience, with a strong background in full stack development on customer-facing applications

Familiarity with the auto insurance industry a plus but not required.

Software development experience (core languages: Java and JavaScript) in an Agile environment using Test Driven Development methodology.

Worked with various project methodologies (Agile and waterfall).

Experience with developing/consuming Web Services (REST, SOAP) and APIs with exposure to auto insurance industry standard models.

Proficiency with the latest versions of Angular and Spring Boot frameworks.

Experience with Data (SQL or similar query language) and data constructs (XML, JSON) and Databases such as PostgreSQL.

Experience with unit test framework (JUnit, Karma/Jasmine, Mockito etc.).

Experience with cloud-based container technology such as services from AWS, CDN services like Amazon CloudFront.

Experience with JWT, OAuth, OpenID, and SAML.

Experience with monitoring tools such as Splunk, AppDynamics, and Grafana.

Experience with Code Analyzer and scanning tools (SonarQube / Veracode).

Front-end experience (HTML5, Material/Tailwinds, CSS3) developing responsive designed applications.

Experience with APM tools, Application performance analysis and tuning.

Good understanding of the insurance industry and company business practices preferred.

Expert in JavaScript framework (Angular/TypeScript), NPM, HTML, CSS, Angular CLI, Git, RxJS.

Expert in Java/Spring framework (Spring and Spring Boot).

Responsive Web Design, Development, Debugging, and Testing.

Ability to develop/refactor clean, and well-designed code.

Able to follow industry defined best practice development standards.

Understands technical controls, security concepts and SOX requirements.

Excellent analytical and problem-solving skills.

Ability to communicate (verbal and written) complex technical concepts to Information Technology, other Business Units and stakeholders in ways each group will understand.

Ability to create and maintain a positive customer service relationship and to identify and understand customers' needs. Maintains two-way communication to deliver products and services that meet customer expectations.

Ability to manage own time and prioritize activities and resources to deliver timely results.

Ability to support multiple software applications.

Ability to quickly learn new/emerging technologies and resolve any problems involved in integrating these new/emerging technologies with our systems.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/5f644d0d0c1d5a746cce9fcae2f3b731,https://www.simplyhired.com/job/l41IzUyZgwgxvWudbGpGCS9XBXItzsqsjjzIrDOlgl705dfy-3WJ2Q
Full Stack Developer,CPC Technologies LLC,,"Kennesaw, GA",Full-time,Estimated: $107K - $135K a year,,"['Spring Boot', '7 years', 'Data modeling', 'CSS', 'React', 'Relational databases', 'MongoDB', 'Java', 'JavaScript', 'PostgreSQL', 'Angular', 'Software development', 'Vue.js', 'Senior level', 'Communication skills', 'Spring Framework', 'HTML', 'MySQL']","Kennesaw, USA Full Time
Strong expertise on server-side languages and frameworks such as, Java/Spring Boot, or similar.
Job Description
Key Responsibilities:
Solid understanding in front-end technologies such as HTML, CSS, JavaScript, and modern frameworks like React, Angular, or Vue.js
Experience with relational and non-relational databases (e.g., MySQL, PostgreSQL, MongoDB) and data modeling principles.
Excellent problem-solving skills, attention to detail, and ability to thrive in a fast-paced, collaborative environment.
Effective communication skills and ability to articulate technical concepts to both technical and non-technical stakeholders

Job Features
Job Category: Software Developer
Education: BTECH
Positions: 3
Experience: 7+ Years
Posted Date: 7 M ago",,https://www.simplyhired.com/job/GZVTL8YdiIGz8XOmPH8V8Rfk7iNsL7d3rZzxNP4y6zNW1yKvryfg1g
Full Stack Web Developer- Siri & AIML Program Office,Apple,4.1 out of 5 stars,"Cupertino, CA",,"$181,100 - $318,400 a year",5 days ago,"['Authentication', 'Node.js', 'Computer Science', 'CSS', 'React', 'Kubernetes', 'RESTful API', 'Web development', 'Full-stack development', 'Spark', 'Mid-level', 'Tableau', '3 years', 'SQL', ""Bachelor's degree"", 'JavaScript', 'Back-end development', 'REST', 'Django', 'UX', 'Software development', 'Data science', 'Flask', 'AI', 'Python', 'HTML']","The Siri & AIML Program Office is responsible for supporting the product engineering teams, engineering project managers and leadership in developing and releasing the next generation of Apple’s AI assistant technologies. This team creates internal tools and reports to drive action towards a high-quality release. Join a small but highly impactful organization of passionate individuals dedicated to enhancing the world’s best products.

Description

The Full Stack Web Developer will be responsible for maintaining, updating, and replacing existing reporting solutions. Additionally, they will use the team’s data and process expertise to develop new applications from scratch. Team leadership will provide clear direction, but not a predefined specification. The developer will be expected to actively engage, present options, and communicate status updates as priorities evolve. Success in this role requires exceptional collaboration skills, the ability to present logical compelling arguments, and be a team player.

Minimum Qualifications

Bachelors in Computer Science or Electrical Engineering with courses in Web Development and Data Science
Proven 3+ years web development experience designing and building full-stack web applications
Strong HTML5, CSS3, JavaScript fundamentals, and one or more modern JavaScript frameworks (e.g. NextJS, React)
Proficiency with REST API usage and development
Strong data-querying skills (SQL and/or Spark, etc.) and experience with data processing via Python
Excellent knowledge of back-end programming technologies (e.g. Flask, Django, Node.js, Express)
Experience in addressing issues with web authentication and security
Ability to implement pragmatic UX design principles and follow best practices
Excellent problem solving, critical thinking, creativity, and interpersonal skills with history of building and managing cross-functional partnerships and confirmed ability to handle multiple projects with strict deadline

Preferred Qualifications

Ability to optimize performance of SQL queries,
Proven experience in driving decisions by providing UX feedback,
Expertise in deploying with Kubernetes, with web-adjacent technologies (e.g. email, calendar) and work/issue/bug tracking processes,
Expertise in software development processes
Familiarity with Tableau

Pay & Benefits

At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $181,100 and $318,400, and your base pay will depend on your skills, qualifications, experience, and location.

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses - including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.

Apple is an equal opportunity employer that is committed to inclusion and diversity. We seek to promote equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics. Learn more about your EEO rights as an applicant .

Submit Resume",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/60c39b87a9a4eaa4df878c716840f84d,https://www.simplyhired.com/job/M1zR4jgn01GJ5wB65Nte00Z2ffR-J67luBlil0O-QfqtkIcVMZEYrw
Principal Full Stack Engineer,Fidelity TalentSource,3.6 out of 5 stars,"Merrimack, NH",Temporary,$70.00 - $115.70 an hour,,"['Spring Boot', 'CI/CD', 'Computer Science', 'Software Engineering', 'Kubernetes', 'Full-stack development', 'Software deployment', 'NoSQL', 'Java', ""Master's degree"", 'SQL', 'AWS', ""Bachelor's degree"", 'Product management', 'Terraform', 'Splunk', 'REST', 'Mentoring', 'Software development', 'APIs', 'Agile', 'S3', 'UI', '9 years', 'Senior level', 'Communication skills', 'Python', 'Spring Framework', 'Identity & access management']","Fidelity TalentSource is your destination for discovering your next temporary role at Fidelity Investments. We are currently sourcing for a Principal Full Stack Engineer in Smithfield, RI or Merrimack, NH!
Principal Full Stack Engineer
The Role
The Fidelity Institutional Wealth Management Services group is looking for top, full stack engineer talent with a passion for crafting and delivering software solutions to be part of its diverse, globally distributed team of IT professionals responsible for the development and maintenance of IWMS client platforms and offerings.
In this role you will use your knowledge of software development, platform integration, and cloud computing to modernize a diverse suite of applications that support our intermediary (clearing and custody) business! You will be a member of our team collaborating with product management, architecture, engineering, and technology partners to innovate, design, and deliver highly scalable applications and platforms using Agile methodologies.
The Team
The IWMS Platform & Technology domain is within the Fund and Brokerage Operations & Technology division. IWMS exists to enable our business partners to win their respective marketplaces by crafting, building, and maintaining the technology platforms and products of Fidelity’s Institutional business units. The Account Authorization and Search squad is part of the Operations Experience and Platform Foundations product area supporting modernization of legacy capabilities.
The Expertise and Skills You Bring
Bachelor's or master’s degree in Computer Science, Software Engineering or related field
Superior communication skills and experience mentoring junior developers
9+ years of relevant full stack development experience developing, and maintaining multi-tier applications
Strong expertise with the following desired skills: Java/JEE, Spring/Springboot, RESTful Services, Cloud (AWS), SQL, NoSQL, Python, Test and Deployment technologies, Kubernetes
Experience with API design & development, AWS (Cloud) Migration, Data Design, Batch Processing, Workflow/Process Automation and UI
Cloud skills working with AWS EKS/ECS and AWS handled solutions such as Lambda, SQS, EC2, S3, CloudWatch and IAM roles/polices
Terraform experience preferred, CloudFormation Templates
Experience using logging/observability tools such as Datadog, Splunk and ELK Stack
Solid CI/CD skills including full scale security and quality testing, build and deployment automation
Proficiency with front-end frameworks, libraries, and related technologies a plus
Good analytical, communication and preparation skills and the ability to run with multiple tasks at a given time
Proficient with Agile methodologies
The Value You Deliver
Deliver high quality, timely, efficient and maintainable software solutions in an agile environment to meet functional and non-functional business requirements
Actively contribute to and improve engineering practices such as code and design reviews, source control strategy, environment strategy, testing automation and CI/CD pipelines
Work with product owners, peer technologists and architects as required to deliver technical improvements to the platform
Develop an understanding of the business domain and actively participate in technology discussions with partners
Investigate creative practices and share them with your teams
Please see the below pay rate range for the work location of Rhode Island only: $70.00-$115.70 per hour.
Placement in the range will vary based on job responsibilities and scope, geographic location, candidate’s relevant experience, and other factors.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/4630577b0160aeea641e462095dbed8d,https://www.simplyhired.com/job/TuZgCxfBl7agdG6y3-fQBE2-8JCZ9H1C06yRge6YYDTixmZA7lhOFg
Full Stack Developer,"EMINENT, INC.",,"Cerritos, CA",Full-time,"$90,000 - $110,000 a year",4 days ago,"['Computer science', 'Management', 'Computer Science', 'CSS', 'React', 'RESTful API', 'Mid-level', 'Databases', ""Bachelor's degree"", 'JavaScript', 'Mentoring', 'Data analytics', '4 years', 'HTML', 'Mobile design']","Meet REVOLVE:
REVOLVE is the next-generation fashion retailer for Millennial and Generation Z consumers. As a trusted, premium lifestyle brand, and a go-to online source for discovery and inspiration, we deliver an engaging customer experience from a vast yet curated offering totaling over 45,000 apparel, footwear, accessories and beauty styles. Our dynamic platform connects a deeply engaged community of millions of consumers, thousands of global fashion influencers, and more than 500 emerging, established and owned brands. Through 16 years of continued investment in technology, data analytics, and innovative marketing and merchandising strategies, we have built a powerful platform and brand that we believe is connecting with the next generation of consumers and is redefining fashion retail for the 21st century. For more information please visit www.revolve.com .
At REVOLVE the most successful team members have a thirst and the creativity to make this the top e-commerce brand in the world. With a team of 1,000+ based out of Cerritos, California we are a dynamic bunch that are motivated by getting the company to the next level. It’s our goal to hire high-energy, diverse, bright, creative, and flexible individuals who thrive in a fast-paced work environment.
To take a behind the scenes look at the REVOLVE “corporate” lifestyle check out our Instagram @REVOLVEcareers or #lifeatrevolve.

Are you ready to set the standard for Premium apparel?
Major Responsibilities:
Essential Duties and Responsibilities include the following. Other duties may be assigned.
Lead the architecture, design, and development of robust, user-friendly, and high-performance React applications.
Collaborate closely with product managers, UI/UX designers, and backend developers to define and implement effective solutions that align with business goals.
Mentor and provide technical guidance to developers, fostering a culture of continuous learning and growth.

Required Competencies:
To perform the job successfully, an individual should demonstrate the following competencies:
Bachelor's degree in Computer Science, Engineering, or a related field (or equivalent work experience).
Proven experience, 4 years developing complex web applications using React.js, JavaScript, HTML, and CSS.
Strong understanding of frontend architecture, state management libraries (Zustand), and component-driven design.
Experience with responsive and mobile-first design, ensuring seamless user experiences across various devices and screen sizes.
Knowledge of RESTful APIs and asynchronous programming.
Solid understanding of browser performance and optimization techniques.
Excellent problem-solving skills and a detail-oriented mindset.
Effective communication and collaboration abilities, with a passion for sharing knowledge and mentoring others.
Experience with backend technologies, databases, and server-side rendering (SSR) is a plus.

A successful candidate works well in a dynamic environment with minimal supervision. At REVOLVE we all roll up our sleeves to pitch-in and do whatever it takes to get the job done. Each day is a little different, it’s what keeps us on our toes and excited to come to work every day.
For individuals assigned and/or hired to work in California, Revolve includes a reasonable estimate of the salary or hourly rate range for this role. This takes into account the wide range of factors that are considered in making compensation decisions; including but not limited to business or organizational needs, skill sets, experience and training, licensure, and certifications.
A reasonable estimate of the current salary rate is $90,000 to $110,000 per year.
ATTENTION:
After submitting your application, please check your spam folder for emails on your application status. Emails are sent from an ADP email address.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/8cdc276346ff62284b31da766cf34efa,https://www.simplyhired.com/job/ilt5XVI9mhaQdxRYrolP8Sa2-pQ83LSCvR4QBE9KeAFpVAGY5Fh95g
Java Full Stack Engineer,Best High Technologies PVT LTD,,"Greenwich, NY",Full-time,"$110,000 a year",,"['Spring Boot', 'JUnit', 'Software troubleshooting', 'RESTful API', 'Full-stack development', 'DevOps', 'Java', 'Microservices', 'Back-end development', 'REST', 'Angular', 'AngularJS', '9 years', 'Senior level', 'MySQL']","Job OverviewWe are seeking a skilled Full Stack Developer to join our dynamic team. The ideal candidate will have a strong background in both front-end and back-end development, with a passion for creating efficient and scalable applications. You will be responsible for developing and maintaining web applications, ensuring high performance and responsiveness to requests from the front end.DutiesDesign, develop, and maintain robust web applications using modern technologies.Collaborate with cross-functional teams to define, design, and ship new features.Write clean, maintainable code while adhering to best practices in software development.Develop RESTful APIs to support front-end functionalities.Manage databases using MySQL and ensure data integrity and security.Troubleshoot and debug applications to optimize performance.Stay updated with emerging technologies and industry trends to incorporate into projects.Requirements9+ years of experienceMandatory : Angular JsAngular and REST API development,Devops and cloud(preferred)Junit development & testing,Job Type: Full-timePay: $110,000.00 per yearSchedule:Monday to FridayWork Location: In person",,https://www.simplyhired.com/job/hN81DpQXKzq4sVI0TH1bk7-tF2DI9LP3tN7SyZ4hHmKAye8h_4sPfQ
Full Stack Software Engineer,Ford Motor Company,4 out of 5 stars,"Dearborn, MI",Full-time,Estimated: $51.1K - $82K a year,4 days ago,"['Jira', 'Spring Boot', 'CI/CD', 'Azure', 'Computer Science', 'RESTful API', 'Full-stack development', 'DB2', 'DevOps', 'Struts', 'NoSQL', 'Git', 'Google Cloud Platform', 'Mid-level', 'Responsive web design', '3 years', 'Java', ""Master's degree"", 'Databases', 'Microservices', 'SQL', 'AWS', 'Docker', ""Bachelor's degree"", 'JavaScript', 'REST', 'Angular', 'Scrum', 'APIs', 'Agile', 'Front-end development', 'JSON', 'Unit testing', 'Jenkins', 'Spring Framework', 'Debugging']","The Ford Dealer Information Database (DID) Product Team within Marketing and Sales IT is seeking a skilled Full Stack Developer with expertise in Java Spring Boot and Angular to support the modernization of Ford’s critical Dealer application. As the team transitions from legacy Struts/DB2/Mainframe ETL systems to a modern data mart architecture, API-driven backend services, and a refreshed web front end, the developer will play a vital role in building scalable, high-performance solutions.
This role offers the opportunity to work on strategic initiatives that impact Ford’s dealer and market retail operations globally. Developers will work alongside product managers, software engineers, and UX teams to design and deliver robust features that support business transformation. It’s an exciting chance to contribute to enterprise-wide technology modernization and gain exposure to the automotive domain's evolving digital landscape.
Required Qualifications
Bachelor’s / Master’s Degree in Computer Science, Engineering, or a related field.
3+ years experience with Java for developing backend services and RESTful APIs
Strong knowledge in Angular, JavaScript for front end development
Strong understanding of RESTful APIs, JSON, and monolith/microservices architecture.
Experience with Security Compliance Tools (like FOSSA, Checkmarx, Cycode etc.)
Familiarity with Agile/Scrum methodologies and use of tools like Jira, or equivalent.
Strong debugging and troubleshooting skills.
Good understanding of DevOps and source control practices (e.g., Git, Jenkins, Docker).
Familiarity with API Gateways and other security best practices.
Ability to communicate technical concepts clearly with business and non-technical stakeholders.
Preferred Qualifications :
Proficiency in Angular/JavaScript for building dynamic, responsive web applications.
Experience with Google Cloud Platform (GCP) is preferred, though experience with other cloud platforms (e.g., AWS, Azure) is also acceptable.
Experience working on enterprise-level applications in the automotive or retail domain.
Experience working with SQL/NoSQL databases and familiarity with cloud-based platforms.
Develop scalable and performant APIs using Java Spring Boot and REST API services .
Build modern, intuitive front-end interfaces using Angular in alignment with Ford’s design and UX standards.
Collaborate closely with Product Managers, Product Owners, and other Developers to translate business requirements into robust technical solutions.
Contribute to the modernization efforts by refactoring legacy systems and integrating with new data platforms and services.
Work in a collaborative Agile environment, participating in daily stand-ups, sprint planning, retrospectives, and other ceremonies.
Ensure code quality and maintainability through code reviews, unit testing, and adherence to best practices.
Monitor and optimize performance of applications across the stack.
Participate in CI/CD pipeline improvements, ensuring smooth build and deployment processes.
Maintain technical documentation for new and existing systems.
Identify technical risks and communicate mitigation plans proactively.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/275994252c5f8300cd63ba9b9f4012c7,https://www.simplyhired.com/job/atgltlMrvEfrpXcyBBnEknWPfibBe12yHH8-3g69_8H-u4vDotV9Lg
Full Stack Java Engineer,Fidelity TalentSource,3.6 out of 5 stars,"Westlake, TX",,Estimated: $99.1K - $153K a year,13 days ago,"['Spring Boot', 'CI/CD', 'Kubernetes', 'Full-stack development', 'System design', 'Java', 'SQL', 'OOP', 'AWS', 'Digitization', 'Docker', 'Software development', 'Agile', 'S3', 'Kafka', 'Senior level', 'Communication skills', 'Spring Framework', 'Design patterns']","Job Description –Senior Software Engineer

We are seeking highly talented and experienced software engineers to join our team, dedicated to building and contributing to software that revolutionizes the automation and digitization of business processes.

Advanced Process Solutions (APS) is a technology-focused domain within Fidelity’s organization dedicated to helping Fidelity deliver the best digital customer experience in the financial industry. As part of our diverse team, you will collaborate with innovative leaders to develop technology solutions that support end-to-end customer servicing, as well as underpin core & common capabilities. You will partner with cross-functional teams across multiple business units to deliver solutions that meet the needs of our customers and help Fidelity achieve its goal of becoming a digital leader.


As a Senior Software Engineer, you will play a crucial role in creating cutting-edge solutions that drive the digitization efforts of Fidelity, providing our associates and customers with the digital capabilities they need for incredible service experiences. Your expertise in building and contributing to enterprise-level projects will be instrumental in the success of this role.
The Expertise You Have
Our ideal candidate has built high scale product services, is very passionate about building great software products and is passionate about learning new technologies.
Proficient in distributed system design and implementation, and the ability to ensure high-performance, high-reliability operation of large-scale systems.
Proficient Java developer with solid foundations in object-oriented programming & design patterns
Experience designing, developing, and maintaining robust and scalable digital services using Java, Spring Boot, and related technologies.
Proficiency in automating and digitizing business processes, leveraging modern architectures and best practices.
Familiarity working with cloud providers, preferably AWS, to deploy and manage applications utilizing services such as S3, EKS, and Kafka.
Experience working with containers and building digital services in a serverless architecture using technologies like Docker and Kubernetes is an added advantage.
Experience in SQL and database concepts including design, schema, views, tokenization with any mainstream product.
Experience working in a CI/CD environment and using relevant tools and technologies.
Excellent and effective communication required
Strong problem resolution skills required
Ability to work in an agile environment required
The Value You Deliver
Be a hands-on software developer who brings experience working with application-layer development. Participate in identifying and building technologies, practices, and tools needed to build the platform. Collaborate with diverse groups within the organization, implement the best engineering practices, and promote those across other APS products.

You can expect to:
Deliver a next generation business communication platform, which is essential to delivering market leading service levels, a real time view of our operating performance and attaining digital leadership.
Work closely with business units in re-engineering and digitization efforts that result in impactful and significant communications processing, while developing best-in-class digital experiences for our customers and associates.
Participate in identifying and building capabilities needed for the future of the platform, collaborating with business, architecture, and technology teams. Contribute to the strategic roadmap and drive innovation within the enterprise.
Mentor and coach other team members to build their skills and foster a culture of continuous learning and professional growth. Share your knowledge and expertise to empower other teams to achieve and grow within the business communications space.
Conduct demos and reviews with stakeholders and key partners to gather feedback, validate requirements, and ensure alignment with business objectives. Actively engage in the feedback loop to drive improvements and deliver optimal solutions.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/4630577b0160aeea641e462095dbed8d,https://www.simplyhired.com/job/jCXsciQl82V-VALPnt63nloRNihCelHc5XwH8y4awA92vJtYI74Xyg
SDE II Full-Stack - New Initiatives,Remitly,3.4 out of 5 stars,"Seattle, WA",Full-time,"$136,000 - $170,000 a year",,"['Computer science', 'Node.js', 'Computer Science', 'React', 'Mid-level', '3 years', 'JavaScript', 'TypeScript']","Job Description:
Remitly’s vision is to transform lives with trusted financial services that transcend borders. Since 2011, we have been tirelessly delivering on our promises to people who send money around the world. Today, we are reimagining global financial services and building products that extend beyond traditional barriers to give customers access to more of the services they need, no matter where they call home. Join over 2,700 employees worldwide who are growing their careers with purpose and connection with our customers while having a positive impact on millions of people around the globe.
About the Role:
As a SDE II full-stack engineer, you will build consumer-facing features by contributing across the stack. You will be an important technical voice in ensuring we build features that bring peace-of-mind to the users who trust Remitly everyday with their money. This is a unique opportunity to solve large-scoped product problems and to contribute to technical and cultural foundations of a growing team. You will be reporting to a Senior Engineering Manager for this role and work in a hybrid capacity from our Seattle office.
You Will:
Execute with quality: Build responsibly and with confidence by writing performant, well-tested, and maintainable code.
Build delightful experiences: Work with the team to implement mobile app features that solve for our users. You will deploy your expertise in coding, testing, and supportability to ship innovations with high quality and velocity.
Be a Cultural Leader: Be a role model in upholding Remitly's cultural values and use them as a framework to coach other engineers on the team to achieve their full potential.
You Have:
A degree in Computer Science, Engineering or a related field or equivalent experience
3+ years of total experience building features used by millions of users
1+ years frontend feature development in partnership with Engineers, Product Managers, and Designers
Experience creating and implementing plans for app rollout, experimentation, instrumentation and supportability
Proficiency in any of the following languages and frameworks: NodeJS, TypeScript, JavaScript, React, ReactNative, and Expo
Compensation Details. The starting base salary range for this position is typically $136,000 - $170,000. In the U.S., Remitly employees are shareholders in our Company and equity is part of our total compensation plan. Your recruiter can share more information about medical benefits offered, as well as other financial benefits and total compensation components offered with this role. #LI-Hybrid
Our Benefits:
Flexible paid time off
Health, dental, and vision + 401k plan with company matching
Paid parental, medical, military and family care leave
Mental Health & Family Forming Benefits
Employee Stock Purchase Plan (ESPP)
Continuing education and travel benefits
We are committed to nondiscrimination across our global organization and in all of our business operations. Employment is determined based upon personal capabilities and qualifications without discrimination on the basis of race, creed, color, religion, sex, gender identification and expression, marital status, military status or status as an honorably discharge/veteran, pregnancy (including a woman’s potential to get pregnant, pregnancy-related conditions, and childbearing), sexual orientation, age (40 and over), national origin, ancestry, citizenship or immigration status, physical, mental, or sensory disability (including the use of a trained dog guide or service animal), HIV/AIDS or hepatitis C status, genetic information, status as an actual or perceived victim of domestic violence, sexual assault, or stalking, or any other protected class as established by law.
Remitly is an E-Verify Employer
Remitly is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/da2905bd70b8c89909bbd6c8658793bc,https://www.simplyhired.com/job/i7ntbYVGCNi-ZxdY2hLDHpJh3lRErn-aB0JnqRq4xM1nuX4CSs0PbA
